apartmentid,floorplannumber,description,bed,bath,area
77196,7,A7L,1,1,1035
77196,8,A8L,1,1,1050
77196,9,A9L,1,1,1075
77196,10,B1,2,2,1079
77196,11,B2,2,2,1176
77196,12,B3L,2,2,1353
77196,13,B4L,2,2,1514
77196,14,B1T,2,2.5,1498
77196,15,B1TD,2,2.5,1498
77196,16,B2T,2,2.5,1498
77196,17,B3TL (1499-1511sf),2,2.5,1499
77196,18,C1,3,2,1311
77196,19,C1T,3,2.5,1511
77245,1,Chestnut,1,1,1070
77245,2,Douglas Fir,1,1,860
77245,3,Upper & Lower Pines,1,1,965
77245,5,Linden,2,1,1005
77245,6,Sequoia,2,2,1100
77245,7,Redwood,2,2,1180
77245,8,Spruce,2,2,1040
77245,9,Chestnut Two,2,1,1070
77245,10,Aspen Two,3,2,1490
77245,12,Oaks,3,2,1300
77245,13,Walnut,3,2,1380
77245,14,Charleston,2,2,1560
77245,15,Hamilton | Townhome,2,2,1360
77245,16,Wellington | Townhome,2,2,1560
77245,17,Remington A | Townhome,2,2.5,1850
77245,19,Prescott | Townhome,3,3.5,1950
77383,4,,0,1,660
77383,5,,0,1,623
77383,6,,0,1,632
77383,7,,1,1,784
77383,8,,1,1,815
77383,9,,1,1,808
77383,10,,2,2,1063
77383,11,,2,2,1115
77383,12,,0,1,556
77383,13,,0,1,574
77383,14,,1,1,812
77383,15,,1,1,799
77383,16,#NAME?,1,1,996
77383,17,,2,2,1072
77383,18,,2,2,1084
77383,19,,2,2,1162
77383,20,,2,2,1188
77383,21,,2,2,1256
77383,22,,2,2,1285
77383,25,,1,1,728
77383,26,,1,1,779
77383,27,A02,1,1,768
77391,1,A1,1,1,680
77391,2,A2,1,1,801
77391,3,A3,1,1,890
77391,4,Savoy (A4),1,1,940
77391,5,Catalina  (A5),1,1,990
77391,6,A6,1,1.5,1104
77391,7,Setai (A7),1,1.5,1278
77391,8,B1,2,2,1025
77391,9,B2,2,2,1095
77391,10,B3,2,2,1127
77391,11,B4,2,2,1192
77391,12,B5,2,2,1380
77411,1,S1,0,1,550
77411,2,S2,0,1,587
77411,3,S3,0,1,607
77411,4,S4,0,1,702
77411,5,S5,0,1,690
77411,6,A1,1,1,748
77411,7,A2,1,1,786
77411,8,A3,1,1.5,819
77411,9,B1,2,2,1106
77411,10,B3,2,2,1148
77411,11,B2,2,2,1119
77411,12,S6 / A4,0,1,969
77411,13,B4,2,2,1162
77411,14,B6,2,2,1294
77411,15,B5,2,2,1227
77411,16,B7,2,2,1294
77537,1,~,0,1,417
77537,2,~,1,1,604
77537,3,w/Den,1,1,736
77537,4,~,2,2,964
77537,5,~,2,2,1036
77537,6,~,2,2,1026
77537,7,~,2,2,1007
77537,8,w/Den,1,1,763
77537,9,~,2,2,1018
77537,10,w/Den,2,2,1069
77537,11,~,0,1,507
77537,12,~,0,1,540
77537,13,~,1,1,664
77537,14,~,1,1,634
77537,15,~,1,1,716
77537,16,~,2,2,1074
77537,17,~,2,2,1030
77537,18,MFTE,0,1,507
77537,19,MFTE,1,1,716
77537,20,MFTE,2,2,1016
77547,1,Phase II 1x1 + Study T,1,1,770
77547,3,1,1,1,645
77547,7,Phase II 1x1 H,1,1,632
77547,15,Phase II Studio A,0,1,470
77547,18,Phase II Studio E,0,1,524
77547,19,s,0,1,541
77547,21,Phase II 1x1 + Study I,1,1,641
77547,22,Phase II 1x1 O,1,1,674
77547,26,Phase II 1x1 E,1,1,600
77547,27,Phase II 1x1 Q,1,1,689
77547,28,Phase II 1x1 R,1,1,698
77547,34,1,1,1,590
77547,38,1,1,1,775
77547,39,Phase II 1x1 X,1,1,841
77547,40,Phase II 1x1 Y,1,1,853
77547,41,1,1,1,857
77547,43,Phase II 2x2 B,2,2,1097
77547,44,2,2,2,1099
77547,45,Phase II 2x2 E,2,2,1249
77547,46,2,2,2.5,1799
77547,47,2,2,2.5,1842
77547,48,1,2,2,1894
77547,49,Phase II Studio B,0,1,513
77547,50,Phase II Studio G,0,1,552
77547,51,Phase II 1x1 + Study U,1,1,770
77547,53,Phase II Studio F,0,1,551
77547,54,Phase II 1x1 B,1,1,596
77547,55,Phase II 1x1 K,1,1,647
77551,1,Provence 713-718sf,1,1,713
77551,2,Skyline,0,1,531
77551,3,Plateau 400-531sf,0,1,400
77551,4,Freestyle 376-438sf,0,1,376
77551,5,Crescent,0,1,580
77551,6,Vignette,0,1,524
77551,7,Rose 408-486sf,0,1,408
77551,8,Aspire,1,1,978
77551,9,Summit,1,1,796
77551,10,Syrah,1,1,725
77551,11,Esprit,2,1,1108
77551,12,Canopy 814-889sf,2,1,814
77551,13,Chianti,2,1,913
77551,14,Belle,2,2,1309
77551,15,Bordeaux,2,2,1158
77551,16,Terraine,2,2,1262
77551,17,Nouveau,2,2,1145
77551,18,Normandy,2,2,1350
77551,19,Mezzaine 1014-1140sf,2,2,1014
77551,20,Petit Verdot 409-507sf,0,1,409
77551,21,Veneto,2,2,1182
77551,22,Alexandria,2,2,1192
77551,23,Montelena 1375-1552sf,2,2,1375
77551,24,Crescent,0,1,564
77551,25,Vignette,0,1,647
77551,26,Summit 599-796sf,1,1,599
77551,27,Aspire,1,1,724
77551,28,Vineyard 1108-1295sf,2,1,1108
77551,29,Terraine 901-1145sf,2,2,901
77551,30,Mezzanine,2,2,1140
77551,31,Normandy 1087-1112sf,2,2,1087
77551,32,Nouveau 982-1145sf,2,2,982
77558,2,,0,1,475
77558,3,,0,1,520
77558,4,,1,1,544
77558,5,,1,1,637
77558,6,J,1,1,770
77558,7,K,1,1,848
77558,8,,1,1,606
77558,9,A,1,1,792
77558,10,,1,1,684
77558,11,D,1,1,675
77558,12,E,1,1,707
77558,13,F,1,1,716
77558,14,N,1,1,708
77558,15,,1,1,792
77558,16,,1,1,1010
77558,17,H,2,2,1115
77558,18,,2,2,1141
77558,19,,2,2,1005
77558,20,,2,2,1324
77558,21,,2,2,1399
77558,22,,2,2,1254
77558,23,,2,2,1099
77558,24,,2,2,1623
77558,25,,2,2,1169
77558,26,,3,2,1869
77558,27,,3,2,1808
77558,28,Q,1,1,696
77558,29,S,1,1,960
77558,30,,1,1,723
77558,31,U,1,1,740
77558,32,,1,1,844
77558,33,Y,1,1,931
77558,34,,1,1,755
77560,1,0BD/1BR-E,0,1,494
77560,2,Open 1,1,1,684
77560,3,752-989,1,1,782
77560,4,977-1021,2,2,1021
77560,5,MFTE,0,1,494
77560,6,MFTE,1,1,684
77560,7,MFTE,2,2,1021
77560,9,Open 1 Bedroom,1,1,626
77560,10,2 Bedroom,2,1,1001
77581,1,A1,1,1,632
77581,2,A4,1,1,769
77581,3,A5A,1,1,803
77581,4,A2,1,1,810
77581,5,A3,1,1,823
77581,6,B7A,2,2,952
77581,7,B1,2,2,1072
77581,8,B3,2,2,1157
77581,9,B2,2,2,1200
77581,10,B4A,2,2,1201
77581,11,B5A,2,2,1279
77581,12,B6,2,2,1396
77581,13,A1A,1,1,640
77581,15,A5C,1,1,803
77585,2,Unit A,1,1,674
77585,3,Unit B,1,1,726
77585,4,Unit C,2,2,1013
77585,5,Unit D,2,2,1165
77585,6,Unit E/G,3,2,1309
77585,7,Unit F,3,2.5,1620
77588,6,A2,1,1,712
77588,7,A1,1,1,734
77588,8,B2,2,2,932
77588,9,B3,2,2,994
77588,10,B1,2,2,1023
77589,2,A1,1,1,675
77589,3,A2,1,1,720
77589,4,A3,1,1,785
77589,5,A4,1,1,800
77589,6,B1,2,2,1050
77589,7,B2,2,2,1120
77589,8,C1,3,2,1380
77595,1,1AE,1,1,955
77595,2,1AEX,1,1,1151
77595,3,1B,1,1,702
77595,4,1C,1,1,647
77595,5,1CE,1,1,682
77595,6,2E,2,2,1390
77595,7,2D,2,2,1170
77595,8,2C,2,2,1170
77595,9,2BE,2,2,1094
77595,10,2B,2,2,1044
77595,11,2AEX,2,1,1575
77595,12,2AE,2,2,1163
77595,13,2A,2,2,1093
77595,14,2F,2,2,1885
77595,15,2G,2,2,1796
77595,16,1B25,1,1,727
77595,17,S,1,1,403
77595,18,1A,1,1,750
77595,19,1A50,1,1,800
77595,20,2CE,2,2,1252
77595,21,2DE,2,2,1301
77595,22,2DL,2,2,1353
77595,23,2DLE,2,2,1423
77595,24,2DLEX,2,2,1435
77595,25,2D.1,2,1,1536
77597,1,Alicia,1,1,780
77597,2,Candace,2,1,985
77597,3,Eaton,2,1,985
77597,4,Bradley,2,2,1099
77597,5,Donovan,3,2,1265
77597,6,Franklin,1,1,728
77682,1,The York w/Balcony,1,1,800
77682,2,The York w/Sunroom,1,1,860
77682,3,The Chester w/Balcony,1,1,800
77682,4,The Chester w/Sunroom,1,1,860
77682,5,The Fairfield,1,1,949
77682,7,The Belvedere w/Sunroom,2,2,1224
77682,8,The Franklin w/Sunroom,2,2,1216
77682,9,The Franklin w/Balcony,2,2,1122
77682,10,The Dartmouth w/Balcony,3,2,1318
77682,11,The Dartmouth w/Sunroom,3,2,1408
77682,12,The Belvedere w/Balcony,2,2,1130
77700,1,Ambersweet,1,1,592
77700,2,Oak,1,1,775
77700,3,Navel,1,1,850
77700,4,Persian,2,2,1036
77700,5,Seville,2,2,1111
77700,6,Valenica,3,2,1216
77713,1,Jade,1,1,578
77713,2,Garnet,1,1,744
77713,3,Topaz,2,2,1115
77713,4,Emerald,1,1,790
77713,5,Amber,1,1,550
77713,6,Amethyst,1,1,752
77713,7,Ruby,1,1,529
77713,8,Onyx,1,1,700
77713,9,Jasper,1,1,606
77713,10,Sapphire,1,1,611
77713,11,Opal,1,1,708
77719,1,1BD/1BR-1,1,1,790
77719,2,1BD/1BR-1,1,1,720
77719,3,2BD/1BR-2,2,1,850
77725,1,0BD/1BR-E,0,1,497
77725,2,1BD/1BR-1,1,1,640
77725,3,1BD/1BR-1,1,1,720
77725,4,2BD/2BR-2,2,2,920
77725,5,2BD/2BR-2,2,2,1030
77725,6,3BD/2BR-3,3,2,1254
77734,1,1BD/1BR-1,1,1,857
77734,2,2BD/2BR-2,2,2,1033
77734,3,3BD/2BR-3,3,2,1353
77757,1,S1A,0,1,531
77757,2,A1A,1,1,634
77757,3,A1D,1,1,715
77757,4,A1E,1,1,740
77757,5,A1C,1,1,712
77757,6,A1B,1,1,634
77757,7,A1G,1,1,792
77757,8,A1M,1,1,999
77757,9,A1N,1,1,1040
77757,10,A1J,1,1,816
77757,11,A1L + Loft,1,1,983
77757,12,A1O + Loft,1,1,1307
77757,13,B2C,2,2,1040
77757,14,B2A,2,2,1034
77757,15,B2F,2,2,1119
77757,16,B2I,2,2,1218
77757,17,B2D,2,2,1055
77757,18,B2E,2,2,1075
77757,19,B2J + Loft,2,2,1342
77757,20,B2H + Loft,2,2,1161
77757,21,B2K + Loft,2,2,1525
77757,22,C2B,3,2,1436
77757,23,C2A,3,2,1337
77757,24,C2D + Loft,3,2,1650
77757,25,B2B,2,2,1038
77757,26,B2G,2,2,1153
77757,27,A1F,1,1,775
77757,28,A1K,1,1,825
77757,29,A1H,1,1,778
77765,1,F1,1,1,681
77765,2,F2,1,1,710
77765,3,FB,1,1,721
77765,4,FA,1,1,719
77765,5,FC,1,1,758
77765,6,FD,1,1,766
77765,7,FE,1,1,775
77765,8,FF,1,1,778
77765,9,FG,1,1,804
77765,10,FH,1,1,824
77765,11,FI,1,1,847
77765,12,FJ,1,1,860
77765,13,FK,1,1,862
77765,14,FL,1,1.5,867
77765,15,FM,1,1,880
77765,16,FN,1,1,925
77765,17,FO,1,1.5,973
77765,18,FP,2,2,1067
77765,19,FQ,2,2,1141
77765,20,FR,2,2,1285
77765,21,FS,2,2.5,1310
77765,22,FT,2,2.5,1359
77765,23,FV,2,2,1405
77765,24,S1,0,1,528
77765,25,S3,0,1,728
77765,26,S4,0,1,751
77766,2,E1 540-576,0,1,540
77766,3,E2,0,1,616
77766,4,A1 652-696,1,1,652
77766,5,A1B,1,1,748
77766,6,A2,1,1,720
77766,7,A3 744-792,1,1,744
77766,8,A4 910-1022,1,1,910
77766,9,A5 992-1091,1,1,992
77766,10,A6,1,1,967
77766,11,A7 954-1154,1,1,954
77766,12,A8,1,1,1025
77766,13,A9 1162-1246,1,1,1162
77766,14,A10,1,1,957
77766,15,B1 988-1075,2,2,988
77766,16,B1B 1103-1145,2,2,1103
77766,17,B2 1116-1176,2,2,1116
77766,18,B3 1188-1302,2,2,1188
77766,19,TH1,3,3.5,2138
77777,1,A1,1,1,718
77777,2,A2,1,1,814
77777,3,A3,1,1,863
77777,4,B1,2,2,1029
77777,5,B2,2,2,1106
77777,6,B3,2,2,1176
77777,7,B4,2,2,1204
77782,2,Action,1,1,800
77782,3,Moves,2,2,1097
77782,4,Design,2,2,1245
77782,5,Statement,3,2,1269
77782,6,Expression,1,1,800
77782,7,Style,1,1,802
77782,8,Move II,2,2,1099
77782,9,Statement II,3,2,1269
77794,1,A1 Brewster,1,1,826
77794,2,A2 Madison,1,1,918
77794,3,B1 Chatham,1,1.5,1098
77794,4,C1 Camden,2,2,1169
77794,5,C2 Cutler,2,2,1437
77794,6,C3 Castine,2,2,1367
77794,7,D1 Orleans,2,2,1413
77794,8,D2 Bar Harbor,2,2,1391
77794,9,D3 Nantucket,2,2,1927
77794,10,E - Sugar Hill,3,4,1910
77796,1,S01D,0,1,538
77796,2,S02,0,1,580
77796,3,A01,1,1,732
77796,4,A02,1,1,695
77796,5,A03,1,1,687
77796,6,A04,1,1,662
77796,7,A05,1,1,691
77796,8,A06D,1,1,802
77796,9,A07D,1,2,1019
77796,10,B01,2,2,1128
77796,11,B02,2,2,1043
77796,12,B03,2,2,983
77796,13,B04,2,2,1109
77796,14,B05,2,2,911
77796,15,B06,2,2,993
77796,16,B07,2,2,1037
77796,17,B08,2,2,1089
77796,18,C01,3,2,1167
77796,19,C02,3,2,1245
77796,20,C03,3,2,1489
77834,2,A,0,1,526
77834,3,B,0,1,526
77834,4,C,0,1,585
77834,5,D,0,1,610
77834,6,E,1,1,692
77834,7,F,1,1,702
77834,8,G,1,1,721
77834,9,H,1,1,724
77834,10,I,1,1,738
77834,11,J,1,1,797
77834,12,K,1,1,873
77834,13,L,1,1,791
77834,14,M,2,2,1014
77834,15,N,2,2,1075
77834,16,O,2,2,1107
77834,17,P,2,2,1115
77834,18,Q,2,2,1148
77834,19,R,2,2,1216
77834,20,S,2,2,1224
77834,21,T,3,2,1357
77880,1,A1A,1,1,701
77880,2,A1D,1,1,738
77880,3,A1B,1,1,765
77880,4,A1F,1,1,783
77880,5,A1C,1,1,791
77880,6,A1AL,1,1,824
77880,7,A1E,1,1,851
77880,8,A1BL,1,1,908
77880,9,A1FL,1,1,928
77880,10,A1CL,1,1,934
77880,11,A1EL,1,1,1001
77880,12,B2C,2,2,982
77880,13,B2A,2,2,1079
77880,14,B2B,2,2,1220
77880,15,B2AL,2,2,1223
77880,16,B2D,2,2,1294
77880,17,B2DL,2,2,1488
77894,2,S1,0,1,455
77894,3,A1,1,1,566
77894,4,A2,1,1,566
77894,5,A3,1,1,574
77894,6,A4,1,1,645
77894,7,A5,1,1,577
77894,8,A6,1,1,577
77894,9,A7,1,1,650
77894,10,A8,1,1,656
77894,11,A9,1,1,670
77894,13,A10,1,1,675
77894,14,A11,1,1,675
77894,15,A12,1,1,715
77894,16,A13,1,1,730
77894,17,A9A,1,1,670
77894,19,B2,2,2,990
77894,20,B3,2,2,1006
77894,21,B4,2,2,1043
77894,22,B5,2,2,1063
77894,23,C1,2,2,1260
77894,24,B1,2,2.5,985
77913,1,1,0,1,664
77913,2,2,1,1,857
77913,3,3,2,2,1142
77913,4,4,2,2,1247
77913,5,5,3,2,1322
77918,1,Eddy,0,1,390
77918,2,Elisabeth,0,1,703
77918,3,Allie,1,1,653
77918,4,Charlie,1,1,703
77918,5,Mildred,1,1,810
77918,6,Lavon,1,1,973
77918,7,Adele,2,2,1109
77918,8,Kendall,2,2,1196
77918,9,Maggie,2,2,1269
77918,10,Kristin,2,2,1244
77918,11,Nashville,2,2,1595
77918,12,Sara,2,2,1776
77918,13,Karen,2,2,1648
77918,14,Maguire,2,2,1050
77918,15,Mona,2,2,1162
77918,16,Hall,3,2,1275
77918,17,Elaine,3,2,1358
77918,18,Belle,0,1,390
77924,1,A1,1,1,758
77924,2,A3,1,1,834
77924,3,A2,1,1,849
77924,4,A2-A,1,1,860
77924,5,A2.1,1,1,867
77924,6,B1,2,2,1067
77924,7,B1-A,2,2,1084
77924,8,B1-AB,2,2,1107
77924,9,B1-B,2,2,1110
77924,10,B2,2,2,1237
77924,11,C1,3,2,1397
77936,1,A,1,1,620
77936,2,B,1,1,645
77936,3,C/C2,1,1,710
77936,4,C1,1,1,730
77936,5,D,1,1,760
77936,6,D1,1,1,880
77936,7,E,1,1,790
77936,8,E1,1,1,890
77936,9,F/FA,1,1,850
77936,10,F1,1,1,910
77936,11,G,1,1,975
77936,12,J,1,1,1030
77936,13,K,1,1,1080
77936,14,W,1,1,1655
77936,15,H,2,2,1000
77936,16,I,2,2,1030
77936,17,L,2,2,1100
77936,18,MI,2,2,1295
77936,19,MA,2,2,1140
77936,20,N,2,2,1170
77936,21,O,2,2,1200
77936,22,P,2,2,1220
77936,23,Q,2,2,1230
77936,24,Q1,2,2,1290
77936,25,~,2,2,1450
77936,26,D2 1309 sq. ft.,2,2,1320
77936,27,T,2,2,1365
77936,28,U,2,2,1495
77936,29,V,2,2,1510
77936,30,D1 Den - 725,2,2,1341
77936,31,A2 - 725,1,1,718
77936,32,B3 - 725,1,1,956
77936,33,A6,1,1,724
77936,34,B2,1,1,906
77936,35,D7,2,2,1624
77936,36,c1,2,2,1357
77936,37,d1,2,2,1341
77936,38,,1,1,718
77936,42,O - 720,2,2,1200
77936,49,D6 - 725,2,2,1533
77936,50,D7 - 725,2,2,1624
77936,52,D9 - 725,2,2,1103
77936,57,B1 - 725,1,1,874
77936,59,A1,1,1,652
77938,1,Penn A (S1),0,1,601
77938,2,Penn B (S1A),0,1,601
77938,3,James (S3),0,1,577
77938,4,York (A0.1),1,1,708
77938,5,Hennepin (A1.2),1,1,721
77938,6,Hennepin (A1.1),1,1,721
77938,7,Lyndale A (A2.1),1,1,721
77938,8,Lyndale B (A2.2),1,1,721
77938,9,Washington B (A3A),1,1,748
77938,10,Washington A (A3),1,1,748
77938,11,Lasalle (A4),1,1,773
77938,12,Nicollet (A5),1,1,829
77938,13,Franklin (A6+),1,1,905
77938,14,Bryant (A7+),1,2,949
77938,15,Harriet Penthouse (L1),2,2,1029
77938,16,Broadway (B2),2,2,1051
77938,17,Marquette (B1),2,2,1081
77938,18,Broadway B (B2A),2,2,1051
77938,19,Colfax (B3),2,2,1118
77938,20,Fremont (B4),2,2,1139
77938,21,Vincent (B5),2,2,1146
77938,22,University (B6),2,2,1236
77938,23,France Penthouse (L2),2,3,1648
77938,24,Cedar (C1),3,2,1364
77949,1,SA,0,1,428
77949,2,SB,0,1,524
77949,3,SC,0,1,429
77949,4,1A,1,1,720
77949,5,1B,1,1,718
77949,7,1D,1,1,798
77949,8,1F-ADA,1,1,724
77949,9,1d1a,1,1,932
77949,10,2I,2,2,945
77949,11,2A,2,2,1067
77949,12,2B,2,2,1058
77949,13,2K-ADA,2,2,1063
77949,14,2C,2,2,1121
77949,15,2J,2,2,1113
77949,16,2D,2,2,1161
77949,17,22m,2,2,1228
77949,18,3C,3,2,1358
77949,19,3B,3,2,1363
77949,20,3D-ADA,3,2,1418
77949,21,1E-1x1,1,1,722
77949,22,2E-2x2,2,2,1383
77949,23,2G-2x2,2,2,1130
77955,1,Aft,1,1,717
77955,2,Mast,1,1,764
77955,3,TC (717-887sq),1,1,780
77955,4,TC (1007-1320sq),2,2,1007
77955,5,Helm,1,1,887
77955,6,Jib,2,2,1263
77955,7,Anchor,2,2,1007
77955,8,Buoy,2,2,1320
77955,9,Starboard,1,1,770
77955,10,Bitts,2,2,1036
77971,1,Chateau,1,1,904
77971,2,Burgandy,2,2,1193
77971,3,Champagne,3,2,1436
77973,1,S1A,0,1,612
77973,2,A1BC0C38,1,1,734
77973,3,A1CC0C38,1,1,734
77973,4,A1FC0C38,1,1,866
77973,5,A1DC0C38,1,1,751
77973,6,A1AC0C38,1,1,656
77973,7,A1EC0C38,1,1,752
77973,8,B2BC0C38,2,2,1080
77973,9,B2EC0C38,2,2,1120
77973,10,B2CC0C38,2,2,1120
77973,11,B2HC0C38,2,2,1181
77973,12,B2EC0C38,2,2,1120
77973,13,B2AC0C38,2,2,1053
77973,14,B2GC0C38,2,2,1165
77973,15,B2FC0C38,2,2,1120
77973,16,A1GC0C38,1,1,873
77973,17,A1HC0C38,1,1,873
77973,18,A1IC0C38,1,1,880
77973,19,A1JC0C38,1,1,880
77973,20,B21C0C38,2,2,1193
77973,21,B2JC0C38,2,2,1314
77973,22,B2KC0C38,2,2,1373
77980,1,A1,1,1,688
77980,2,A2,1,1,688
77980,3,A1 LOFT,1,1,907
77980,4,A2 LOFT,1,1,907
77980,5,B1,2,2,1175
77980,6,BT1,2,2.5,1194
77980,7,CT1,3,3,1540
77986,1,Evans,0,1,445
77986,2,Logan,0,1,462
77986,3,Higgens,1,1,725
77986,4,Higgins,1,1,677
77986,5,Bostwick with Den,1,1,849
77986,6,Breckenridge with Den,1,1,970
77986,7,Hamilton,2,2,1116
77986,8,Hamilton,2,2,1198
77986,9,Reuben with Den,1,1,991
77986,10,Bostwick,1,1,989
77986,11,~,1,1,991
77986,12,MIllard,1,1,831
77986,13,~,1,1,725
77986,14,Millard,1,1,823
77986,15,Metz,2,2,1228
77986,16,Knickerbocker,2,2,1278
77986,17,Metz,2,2,1231
77986,18,Knickerbocker,2,2,1278
77986,19,August,0,1,457
77986,20,Farnam,0,1,551
77986,21,~,0,1,600
77986,22,Jones,0,1,522
77986,23,~,0,1,551
77986,24,~,0,1,621
77986,25,Knickerbocker,2,2,1198
77986,26,Bradford,0,1,497
77986,27,Durham,0,1,679
77986,28,Millard,1,1,907
77986,29,Turner with Den,1,1,1046
77986,30,Bradford,0,1,603
77986,31,Cottonwood,0,1,618
77993,1,Porgy,1,1,865
77993,2,Bess,1,1,865
77993,3,Catfish,1,1,769
77993,4,Crown,1,1,767
77993,5,Summer Time,0,1,765
77993,6,Sporting Life,0,1,699
77993,7,Opera,2,2,1128
77993,10,Mamba,2,2,1103
77993,11,Kittiwah,2,1,889
77993,12,Libretto,2,2,1103
77993,13,Dubose,2,2,1336
77993,14,Dorothy,3,2,1318
77993,16,Gershwin,3,2,1407
77993,19,Workforce Sporting life,0,1,699
77993,20,Workforce Summer time,0,1,765
77993,21,Workforce-Crown,1,1,767
77993,22,Workforce-Catfish,1,1,769
77993,23,Workforce-Porgy,1,1,865
77993,24,Workforce Kittiwah,2,1,889
77993,25,Workforce Libretto,2,2,1103
77993,26,Workforce Opera,2,2,1128
77994,1,Willowood,2,2,1381
77994,2,Forestwood,2,2,1294
77994,3,Meadowood,2,2,1327
77994,4,Haydenwood,2,2,1343
77997,1,,1,1,650
77997,2,,1,1,673
77997,3,Bach - 609 -650sf,1,1,609
77997,4,,1,1,773
77997,5,Mozart,1,1,774
77997,6,Mozart - 700 -774sf,1,1,700
77997,7,Chopin,1,1,715
77997,8,,1,1,715
77997,9,Handel,1,1,783
77997,10,,1,1,810
77997,11,,1,1,862
77997,12,,1,1,867
77997,13,,1,1,867
77997,14,Debussy - 833 -867sf,1,1,833
77997,15,,1,1,833
77997,16,,1,1,867
77997,17,,1,1,1064
77997,18,Beethoven - 1115 -1167sf,2,2,1115
77997,19,,2,2,1167
77997,20,,2,2,1221
77997,21,,2,2,1234
77997,22,,2,2,1097
77997,23,Beethoven 1097sf,2,2,1097
77997,24,,2,2,1167
77997,25,Revel,2,1,1055
77997,26,Vivaldi,2,2,1188
77997,27,Pagani,2,2,1435
77997,28,,2,2,1314
77997,29,Brahms A,3,2,1445
77997,30,,2,2,1241
77997,31,,3,2,1435
77997,32,Brahms A,3,2,1435
77998,1,S1,0,1,640
77998,2,S2,0,1,619
77998,3,A1,1,1,722
77998,4,A1S (Shower),1,1,722
77998,5,A2,1,1,724
77998,6,A3,1,1,782
77998,7,A4,1,1,759
77998,8,A5,1,1,942
77998,9,A6,1,1,809
77998,10,B1,2,2,1082
77998,11,B2A,2,2,1246
77998,12,B3,2,2,1070
77998,13,C1,3,2,1450
77998,14,B2,2,2,1252
78011,1,S1,0,1,558
78011,2,S2,0,1,559
78011,3,A1,1,1,686
78011,4,A2,1,1,728
78011,5,A3,1,1,734
78011,6,A4,1,1,742
78011,7,A5,1,1,746
78011,8,A6,1,1,745
78011,9,A7,1,1,753
78011,10,A8.1,1,1,833
78011,11,A9,1,1.5,924
78011,12,A10,1,1,921
78011,13,A11,1,1.5,986
78011,14,A12,1,1,988
78011,15,A14,1,1.5,1048
78011,16,A15,1,1.5,1117
78011,17,A16,1,1.5,1136
78011,18,B1,2,2,1324
78011,19,B1.1,2,2,1335
78011,20,B2,2,2.5,1339
78011,21,B3,2,2.5,1383
78011,22,B4,2,2.5,1411
78011,23,B5,2,2.5,1496
78011,24,B6,2,2.5,1510
78011,25,B7,2,2.5,1522
78011,26,B8,2,2.5,1522
78011,27,B9,2,2.5,1563
78011,28,PH1,1,1.5,1264
78011,29,PH2,2,1.5,1494
78011,30,PH3,2,2.5,1524
78011,31,PH4,2,2.5,1532
78011,32,PH5,2,2.5,1666
78011,33,PH6,3,3.5,2484
78011,34,PH7,2,2.5,2395
78011,35,PH8,3,3.5,2861
78011,36,A8.2,1,1,833
78039,1,Ashby,1,1,684
78039,2,Barrett,1,1,694
78039,3,Beasley,1,1,784
78039,4,Carlyle,1,1,784
78039,5,Covell,1,1,784
78039,6,Grayson,2,2,956
78039,7,Hamner,2,2,1049
78039,8,Harlow,2,2,1049
78039,9,Monroe,2,2,1053
78039,10,Pearson,2,2,1073
78039,11,Rubin,2,2,1121
78039,12,Taylor,2,2,1275
78039,13,Seawell (1162-1166sf),2,2.5,1162
78039,14,Tucker,3,2,1347
78039,16,Ashby Manor,1,1,729
78079,1,0x1 D1-E,0,1,571
78079,2,B 1x1,1,1,615
78079,3,1x1 D3-E 648-685 sqft,1,1,648
78079,4,1x1 - G4-L,1,1,701
78079,5,1x1 D4-E 690-726 sqft,1,1,690
78079,6,1x1 D6-E 785-805 sqft,1,1,785
78079,7,2x2 E2-E (988-995 sqft),2,2,988
78079,8,H 2x2,2,2,1108
78079,9,J 2x2,2,2,1147
78079,10,K,2,2,1206
78079,12,2x2 E7-E,2,2,1232
78079,13,N 2x2,2,2,1317
78079,14,O 3x2,3,2,1344
78079,15,P 3x2,3,2,1398
78079,16,LW1 1x1.5,1,1.5,1056
78079,17,LW2 1x1.5,1,1.5,1421
78079,18,1x1.5 WL6-E,1,1.5,1479
78079,19,2x2 E6-E,2,2,1217
78079,20,A,0,1,584
78079,21,B,0,1,583
78079,22,C,1,1,605
78079,23,1x1 - G3-L,1,1,674
78079,24,1x1 D5-E 721-729 sqft,1,1,721
78079,25,F,1,1,740
78079,26,G,1,1,805
78079,27,H,2,2,995
78079,28,2x2 E3-E 1113-1143 sqft,2,2,1113
78079,29,J,2,2,1127
78079,30,1x2 WL4-W,1,2,1225
78079,31,2x2 - H4-L,2,2,1288
78079,32,M,3,2,1392
78079,33,3x2 C2-W,3,2,1518
78079,34,Live/Work 1,1,2,1205
78079,35,Live/Work 2,1,2,1234
78079,36,Live/Work 3,1,2,1268
78079,37,Live/Work 4,1,2,1392
78079,38,2x2 - H2-L,2,2,1240
78085,1,Studio Courtyard,0,1,525
78085,2,Studio Overlook,0,1,623
78085,3,Designer Courtyard,1,1,760
78085,4,w/1AG,1,1,760
78085,5,Designer Overlook,1,1,857
78085,6,Grand Courtyard,1,1,816
78085,7,Grand Overlook,1,1,909
78085,8,w/2AG,2,2,1062
