apartmentid,floorplannumber,description,bed,bath,area
2927,4,2BD/1.5BR-2,2,1.5,1075
2927,5,3BD/2BR-3,3,2,1390
2927,6,3BD/2.5BR-3,3,2.5,1440
2927,7,1.0BD/1.5BA,1,1.5,1075
2927,8,One Bedroom Luxury Flat,1,1,950
2947,1,Mozart,0,1,580
2947,2,One Bedroom,1,1,785
2947,3,Two Bedroom One Bath,2,1,1042
2947,4,Two Bedroom One and a Half Bath,2,1.5,1138
2947,5,Three Bedroom Two Bath,3,2,1392
2947,6,"Section 8, Contract Rent",2,1,1042
2947,7,"Bach - Section 8, Contract Rent",2,1.5,1138
2948,16,Valencia,1,1,800
2948,17,Alexander,2,1,995
2948,18,Vienna,2,1.5,1020
2948,20,Carlyle,2,1.5,1160
2948,21,Rosemont,3,2,1200
2948,22,Potomac,3,2,1385
2948,25,,3,2,1520
2955,1,1 Bedroom A,1,1,574
2955,2,1 Bedroom C,1,1,693
2955,3,2 Bedrooms A,2,1,805
2955,4,2 Bedrooms C,2,2,875
2955,5,2 Bedrooms B,2,2,871
2955,6,1 Bedroom D,1,1,892
2955,7,2 Bedrooms E,2,2,1026
2955,8,2 Bedrooms F,2,2,1044
2955,9,2 Bedrooms G,2,2,1349
2955,10,,2,2,948
2955,11,,1,1,580
2957,1,One Bedroom A1B,1,1,785
2957,2,One Bedroom with Den A1BD,1,1,850
2957,3,One Bedroom A1A,1,1,725
2957,4,One Bedroom A1C,1,1,890
2957,5,B1A,2,1,850
2957,6,B1B,2,1,920
2957,7,B2.5T-TH,2,2.5,1140
2957,8,B2A,2,2,1065
2957,9,B2B,2,2,1115
2957,10,C2.5T-TH,3,2.5,1380
2957,11,B1C-Handcap,2,1,1005
2957,12,B1D,2,1,1065
2957,13,B1.5T-TH,2,1,1115
2957,14,E1A,0,1,415
2958,1,A1A,1,1,880
2958,2,A1D,1,1,1000
2958,3,B1B,2,1,1095
2958,4,C2.5T-TH,3,2.5,1545
2958,5,B2A,2,2,1165
2958,6,1BD/1BR-1,1,1,930
2958,7,A1C,1,1,980
2958,8,B1A,2,1,1040
2958,9,B2C,2,1,1145
2958,10,A1AD,1,1,1200
2958,11,C2,3,2,1430
2958,12,B2B,2,2,1450
2981,13,"Franklin, B2",2,2,948
2981,15,"Madison, A4",1,1,814
2981,16,"Jefferson, B1",2,2,935
2981,17,"Hamilton, A1",1,1,718
2981,18,"Adams, A2",1,1,731
2981,19,"Mason, A3",1,1,809
2981,20,"Randolph, B3",2,2,1068
2981,21,"Washington, B4",2,2,1137
2982,1,Studio - S1C,0,1,651
2982,2,1 Bed/1 Bath - A1A,1,1,672
2982,3,2 Bed/1 Bath - B1C,2,1,984
2982,4,3 Bed/2 Bath - C2A,3,2,1363
2982,5,Studio - S1A,0,1,546
2982,6,Studio - S1B,0,1,567
2982,7,Studio - S1E,0,1,700
2982,8,Studio - S1F,0,1,770
2982,9,Studio - S1G,0,1,870
2982,10,1 Bed/1 Bath - A1B,1,1,693
2982,11,1 Bed/1 Bath - A1D,1,1,748
2982,12,1 Bed/1 Bath - A1E,1,1,798
2982,13,1 Bed/1 Bath - A1H,1,1,920
2982,14,1 Bed/1 Bath - A1M,1,1,1122
2982,15,1 Bed/1 Bath - A1N,1,1,1190
2982,16,2 Bed/1.5 Bath - B1F,2,1.5,1081
2982,17,2 Bed/1.5 Bath - B1I,2,1.5,1152
2982,18,Studio - S1D,0,1,672
2982,19,1 Bed/1 Bath - A1C,1,1,743
2982,20,1 Bed/1 Bath - A1F,1,1,861
2982,21,1 Bed/1 Bath - A1G,1,1,894
2982,22,1 Bed/1 Bath - A1I,1,1,960
2982,23,1 Bed/1 Bath - A1J,1,1,990
2982,24,1 Bed/ 1 Bath - A1K,1,1,1024
2982,25,1 Bed/1 Bath - A1L,1,1,1056
2982,26,2 Bed/1 Bath - B1G,2,1,1104
2982,27,2 Bed/1 Bath - B1A,2,1,819
2982,28,2 Bed/1 Bath - B1B,2,1,924
2982,29,2 Bed/1 Bath - B1J,2,1,1584
2982,30,2 Bed/1 Bath - B1D,2,1,1012
2982,31,,2,1,1150
2982,32,,2,1,1080
2993,1,Sierra,1,1,530
2993,2,Ventura,1,1,650
2993,3,Monterey,1,1,750
2993,4,Valencia,2,1,900
2993,5,Barcelona,2,1,915
2993,6,Santiago,2,2,970
2993,7,Sonora,2,2,1050
3041,1,1BD/1BR-1,1,1,638
3041,2,2BD/2BR-2,2,2,943
3082,1,The Hampton,1,1,850
3082,2,The Magnolia,2,1,950
3082,3,The Camelot,2,1,1075
3082,4,The Kingsley,2,2,1175
3082,5,The Oakley,1,1,800
3082,6,The Aspen,1,1,825
3082,7,The Willow (Den),1,1,900
3082,8,The Aspen,1,1,800
3082,9,The Willow (Den),1,1,800
3082,10,The Camelot,2,1,1025
3092,16,Birchwood Lower,2,1.5,1020
3092,17,Birchwood Upper,2,1.5,1080
3092,18,Chestnut Lower,2,2,1050
3092,19,Chestnut Upper,2,2,1100
3092,20,Ashwood Lower,2,2,1070
3092,21,Ashwood Upper,2,2,1150
3106,1,A1-1BD/1BR-1,1,1,480
3106,2,A2-1BD/1BR-1,1,1,675
3106,3,B1-2BD/1BR-2,2,1,820
3106,4,B2-2BD/2BR-2,2,2,965
3106,5,C1 Magnolia,3,2,1110
3108,1,1BD/1BR-1,1,1,615
3108,2,2BD/1BR-2,2,1,790
3108,3,2BD/1.5BR-2,2,1.5,970
3108,4,3BD/1.5BR-3,3,1.5,1145
3116,3,Captiva w/d - cp,2,1,950
3116,5,Cypress w/d-cp,2,2,1150
3116,8,Cascade w/d -cp,2,2,998
3116,9,Palisades w/d-cp,3,2,1149
3116,10,Malibu w/d,1,1,800
3132,1,01/01R,1,1,565
3132,2,11,1,1,708
3132,3,11A,1,1,963
3132,4,22,2,2,1286
3132,5,22B,2,2,1473
3132,6,3A,3,2,1708
3132,7,3C w/den,3,2,1831
3132,8,22A,2,2,1471
3132,9,32A,3,2,1713
3132,10,11B,1,1,969
3132,11,S3,0,1,394
3132,12,S2,0,1,336
3132,13,32AR,3,2,1713
3141,1,0BD/1BR-E,0,1,550
3141,2,0BD/1BR-E,0,1,600
3141,3,1BD/1BR-1,1,1,682
3141,4,2BD/1BR-2,2,1,903
3141,5,2BD/2BR-2,2,2,1030
3141,6,WD hook up,2,2,1030
3141,7,2BD/2BR-2,2,2,1288
3141,8,2BD/2.5BR-2,2,2.5,1424
3141,9,3BD/2BR-3,3,2,1642
3148,3,1BD/1BR-1,1,1,700
3148,4,1BD/1BR-1,1,1,745
3148,5,2BD/1.5BR-2,2,1.5,885
3148,6,2BD/1.5BR-2,2,1.5,945
3165,1,Mojave 1,2,1,1100
3165,2,Vista 1,2,2,1210
3165,3,Dakota,2,2,1290
3165,4,Canyon,2,2,1300
3165,5,Lago,1,1,610
3165,6,Laguna,1,1,680
3165,7,Sienna,2,1,1290
3165,8,Vista 2,2,2,1290
3165,9,Rio 1,1,1,840
3165,10,Rio 2,1,1,920
3165,11,Mojave 2,2,1,1190
3167,1,2BD/1BR-2,2,1,993
3167,2,2BD/2BR-2,2,2,1150
3167,3,2BD/2BR-2,2,2,1072
3167,4,1BD/1BR-1,1,1,792
3167,5,0BD/1BR-E,0,1,491
3167,6,1BD/1BR-1,1,1,742
3167,7,1BD/1BR-1,1,1,634
3167,8,2BD/2BR-2,2,2,1302
3169,1,Lennox,1,1,610
3169,2,Madison,1,1,720
3169,3,Helena,2,1,1130
3169,4,Athens,2,2,1300
3169,5,Bainbridge,0,1,550
3169,6,Savannah,2,2,1250
3169,7,Glory,2,1,1245
3169,8,Trenton,2,2,1300
3181,1,Brantley,0,1,530
3181,2,Forest,1,1,630
3181,3,Lotus,1,1,815
3181,4,Pearl,2,1,1005
3181,5,Pleasant,2,2,1050
3181,6,Spring,3,2,1360
3181,7,Blue,0,1,530
3185,1,Orchid,2,2,1127
3185,2,Cedar,1,1,628
3185,3,Cherry Blossom,1,1,719
3185,4,Iris,2,1,919
3185,5,Willow,3,2,1268
3185,6,Gardenia,1,1,827
3185,7,Maple,2,2,1000
3185,8,Pine,2,2,1230
3185,9,den,1,1,1000
3185,10,Dogwood,1,1,760
3185,11,Violet,3,2,1330
3185,12,1BD/1BR-1,1,1,830
3185,13,Magnolia,2,1,990
3185,14,Azalea,0,1,600
3185,15,Cherokee Rose,1,1,640
3185,16,2BD/2BR-2,2,2,1060
3185,17,Trillium,2,2,1270
3187,1,~,2,2,1223
3187,2,~,2,2,1127
3187,3,~,1,1,550
3187,4,~,1,1,778
3187,5,~,2,1,983
3187,6,~,1,1,791
3187,7,~,1,1,554
3187,8,~,1,1,567
3187,9,~,1,1,804
3187,10,~,2,1,996
3187,11,1164,2,2,1140
3187,12,~,2,2,1202
3187,13,~,2,2,1236
3187,14,~,2,2,1320
3187,15,~,2,2,1333
3188,1,The Dogwood,0,1,558
3188,2,The Aspen,1,1,630
3188,3,The Magnolia,1,1,719
3188,4,The Pine,2,1,919
3188,5,2BD/2BR-2,2,2,1005
3188,6,3BD/2BR-3,3,2,1255
3188,7,1BD/1BR-1,1,1,827
3192,9,Decatur - S1,0,1,522
3192,10,Ponce - A1,1,1,710
3192,11,Church - A3,1,1,756
3192,12,Church - A3.1,1,1,827
3192,13,Commerce - B1,2,1,927
3192,14,Sycamore - B2,2,2,1160
3192,15,Sycamore - B2.1,2,2,1243
3192,16,Trinity - C1,3,2,1291
3192,17,Trinity - C1.1,3,2,1379
3197,1,B4,2,2,1142
3197,2,A1,1,1,581
3197,3,B2,2,2,968
3197,4,A2,1,1,672
3197,5,STUDIO,0,1,523
3197,6,STUDIO,0,1,522
3197,7,A5,1,1,756
3197,8,B1,2,1,889
3197,9,B5,2,2,1152
3197,10,A3,1,1,733
3197,11,C1,3,2,1627
3197,12,B3,2,2,1104
3197,14,B6,2,2,1216
3197,15,A4,1,1,743
3197,17,C2,3,2,1667
3281,1,1,1,1,602
3281,2,1A,1,1,732
3281,3,2,2,2,958
3281,4,3,3,2,1166
3281,5,2A,2,2,1029
3281,6,3A,3,2,1345
3297,2,The Briarcliff,2,1,909
3297,4,La Vista,3,2,1200
3297,5,The Clairmont,1,1,770
3297,6,The Emory,4,2,1800
3297,8,The Lenox,2,2,1007
3307,1,The Cabin Elite|The Cabin Elite Plus,2,2,1308
3307,2,The Cottage Elite|The Cottage Elite Plus,3,2,1525
3307,3,4BD/2BR-3,4,2,1657
3327,1,The Oak,1,1,712
3327,2,The Maple,1,1,764
3327,4,The Laurel,1,1,782
3327,5,The Spruce,2,1,1016
3327,7,The Cypress,2,2,1099
3327,8,The Magnolia,2,2,1118
3332,1,A,1,1,640
3332,2,B1,2,1,960
3332,3,B1,2,2,960
3332,4,C,3,2,1225
3332,6,B2-875-1000 sqft,2,2,875
3338,1,Manhattan,1,1,759
3338,2,Greenwich,2,1.5,926
3338,3,Westport,2,2,978
3338,4,Newport,2,2,1022
3342,1,Princess Palm,1,1,720
3342,2,Majesty Palm,2,1,840
3342,3,Royal Palm,2,2,1006
3342,4,Queen Palm,3,2,1194
3342,5,King Palm,3,2,1444
3345,1,Alcove,1,1,608
3345,2,Retreat,1,1,800
3345,3,RENOVATED Preserve,2,2,1046
3345,4,RENOVATED Retreat,1,1,800
3345,5,RENOVATED Alcove,1,1,624
3345,6,Preserve,2,2,1067
3351,1,Desert Sky/Palo Verde/Casita,1,1,700
3351,2,Live Oak/Mesquite/Casita -935 & 938,2,2,935
3351,3,Townhome,2,2.5,980
3370,1,1BD/1BR-1,1,1,720
3370,2,2BD/1.5BR-2,2,1.5,936
3370,3,W/D connections,2,1.5,936
3370,4,"reno., W/D",2,1.5,936
3370,5,with Washer/Dryer,1,1,722
3377,1,Studio,0,1,288
3377,4,Two Bedroom One Bath,2,1,864
3377,5,Two Bedroom Two Bath,2,2,864
3377,6,One Bedroom,1,1,576
3379,1,Bow,1,1,528
3379,2,Port,1,1,644
3379,3,Stern,1,1,672
3379,4,Starboard,2,2,1008
3483,1,1BD/1BR-1,1,1,725
3483,2,2BD/1BR-2,2,1,919
3483,3,2BD/2BR-2,2,2,966
3483,4,3BD/2BR-3,3,2,1152
3483,5,3BD/2.5BR-3,3,2.5,1282
3483,6,4BD/2.5BR-3,4,2.5,1835
3483,7,5BD/2.5BR-3,5,2.5,1835
3486,1,A1 1 Bed 1 Bath,1,1,936
3486,2,A2 1 Bed 1 Bath and Den,1,1,1039
3486,3,B5 2 Bed 2 Bath,2,2,1207
3486,4,B3,2,1.5,1284
3486,5,B5,2,2,1207
3486,6,B7 2 Bed 2 Bath and Den,2,2,1284
3486,7,C2 3 Bed 1 Full Bath 2 Half Bath Loft,3,2,1200
3486,8,C1 - 3 Bed 2 Bath,3,2,1458
3530,1,Hudson,2,1,950
3530,2,Drayton,2,2,950
3530,3,Woodward,2,1,950
3530,4,Rosewood,2,1,950
3530,5,Roanoke,2,1,950
3530,6,Pinecrest,2,1,950
3535,1,1C,1,1,500
3535,2,1B,1,1,600
3535,3,1A,1,1,700
3535,4,2A,2,2,900
3542,3,Model 1A,1,1,600
3542,4,Model 2A,2,2,900
3571,1,S,1,1,565
3571,2,A,1,1,605
3571,3,A1,1,1,625
3571,4,B,1,1,680
3571,5,B1,1,1,725
3571,6,C,2,1,815
3571,7,E,2,2,995
3571,8,H,2,2.5,1100
3571,9,K,3,3,1800
3572,1,A1,1,1,464
3572,3,A2,1,1,562
3572,5,A3,1,1,735
3572,7,A4,1,1,904
3572,8,B1,2,2,978
3572,9,B2,2,1.5,984
3572,10,A5,1,1,1063
3572,11,B3,2,2.5,1150
3578,1,A1,1,1,625
3578,2,A2,1,1,701
3578,3,B1,2,1,866
3578,4,B2,2,2,1000
3587,7,A2 den,1,1,956
3587,8,B1,2,2,981
3587,9,B2 TH,2,2,1240
3587,10,C1,3,2,1244
3587,11,C2 TH,3,2.5,1424
3587,12,A1,1,1,516
3587,13,B3,2,2,961
3663,1,Midsize One Bedrooms,1,1,495
3663,2,Midsize One Bedrooms,1,1,540
3663,3,Large One Bedrooms,1,1.5,924
3663,4,Two Bed One Bath,2,1,840
3663,5,Two Bed One Bath,2,1,1183
3663,6,Two Bed Two Bath,2,2,1284
3663,8,Midsize One Bedrooms,1,1,636
3663,9,Midsize One Bedrooms,1,1,643
3663,10,Large One Bedrooms,1,1.5,745
3663,11,Large One Bedrooms,1,1,839
3663,12,Two Bed One Bath,2,1,808
3663,13,Two Bed One Bath,2,1,897
3663,14,Two Bed Two Bath,2,2,1016
3663,15,2BD/2BR-2,2,2,1510
3663,16,TH,2,1.5,1725
3663,17,3BD/1BR-3,3,1,1255
3663,18,3BD/1.5BR-3,3,1.5,1304
3663,19,Three Bed Two Bath,3,1.5,1388
3663,20,TH,3,2,1925
3663,21,Three Bedroom Duplex,3,2,1450
3736,1,1BD/1BR-1,1,1,634
3736,2,1BD/1BR-1,1,1,737
3736,3,1BD/1BR-1,1,1.5,892
3736,4,2BD/1BR-2,2,1,804
3736,5,2BD/2BR-2,2,2,905
3736,6,2BD/1.5BR-2,2,1.5,1313
3736,7,1176 sqf.,3,2,1176
3748,1,Alder,0,1,525
3748,2,Albizia,0,1,550
3748,3,Cedrus,1,1,650
3748,4,Tristania,1,1,690
3748,5,Sequoia,1,1,790
3748,6,Redwood,2,2,1000
3748,7,Acasia,1,1,750
3748,8,Spirea,2,1,760
3748,9,Aspen,2,1,1050
3749,1,Tiburon (A1C),1,1,880
3749,2,Larkspur (B2A),2,2,970
3749,3,Napa (A1A),1,1,650
3749,4,Sonoma,1,1,870
3749,5,Golden Gate,2,2,1070
3749,6,Sausalito,2,2,1140
3749,7,The Marin,3,2,1400
3753,1,1BD/1BR-1,1,1,795
3753,2,2BD/1BR-2 -795- 950 sqft,2,1,950
3753,3,3BD/1BR-3 - 1100 sqft,3,1,1100
3765,4,Elm,1,1,900
3765,5,Pine,2,2.5,1200
3765,6,Birch,3,3,1300
3768,1,2x2,2,2,1050
3768,2,2x1,2,1,1050
3774,1,1BD/1BR-1,1,1,850
3774,2,2BD/2BR-2,2,2,1075
3785,1,0BD/1BR-E,0,1,551
3785,2,1BD/1BR-1,1,1,736
3785,3,2BD/1BR-2,2,1,965
3785,4,2BD/1BR-2,2,1,1035
3785,5,2BD/2BR-2,2,2,1151
3785,6,One Bed One Bath Sm,1,1,551
3787,1,A1,1,1,736
3787,2,B1,2,1,939
3787,3,B2,2,1.5,1014
3787,4,C1,3,2,1304
3788,1,Jr,1,1,520
3788,2,1BD/1BR-1,1,1,675
3788,3,2BD/1BR-2,2,1,860
3788,4,3.0BD/2.5BA TownHome - Market Rate,3,2.5,1450
3811,1,1BD/1BR-1,1,1,526
3811,2,1BD/1BR-1,1,1,671
3811,3,Loft,1,1,823
3811,4,2BD/1BR-2,2,1,900
3811,5,2BD/2BR-2,2,2,1000
3896,1,One Bedroom,1,1,800
3896,2,Two Bedroom 1.5 Bath,2,1.5,890
3896,3,Two Bedroom,2,1,919
3896,4,Three Bedroom 1.5 Bath,3,1.5,1063
3896,5,Studio,0,1,500
3896,6,Two Bedroom,2,1,878
3896,7,Two Bedroom 1.5 Bath,2,1.5,980
3902,1,Coral,1,1,625
3902,2,Calcite,1,1,677
3902,3,Agate,2,2,985
3902,4,Amber,2,2,1002
3902,5,Avalon,2,2,1071
3902,6,Jade,3,2,1137
3902,7,Jasper,3,2,1270
3902,8,Celestine,1,1,720
3902,9,Amethyst,2,1,1020
3902,10,Aventurine,2,2,1075
3902,11,Citrine,1,1,530
3912,1,Brighton,1,1,700
3912,2,Cambridge,1,1,725
3912,3,London,2,2,1050
3912,4,Nottingham,2,2,1075
3912,5,Oxford,3,2,1200
3977,1,Kentucky Derby 636-676,1,1,636
3977,2,Chesterfield Cup,1,1,841
3977,5,Belmont Estate,2,1,848
3977,7,Preakness,2,2,1000
3977,10,Triple Crown,2,2,1053
3985,1,Knoll,1,1,914
3985,2,Terrace,2,2,1348
3985,3,Brook,2,2,1255
3985,4,Glen,3,2,1604
3986,1,Continental w/d,1,1,836
3986,2,Cont. Deluxe w/d,1,1,875
3986,3,Townhome 1088-1184 sqft,2,1.5,1088
3986,4,1386sf,2,2,1220
3986,5,3BD/2BR-3,3,2,1570
3990,1,Chateau,0,1,583
3990,2,Rockford,1,1,806
3990,3,Tuscany,2,2,1132
3990,4,Biltmore,2,2,1215
4072,2,Blue Grass Stakes,1,1,798
4072,4,Preakness,2,2,934
4072,5,Kentucky Derby,2,2,1048
4072,7,Chesterfield Cup,1,1,680
4072,8,Belmont Stakes,2,1,870
4072,9,Triple Crown Triple Crown,3,2,1073
4075,1,Kensington,1,1,713
4075,2,Darby,1,1,836
4075,3,Chelsea,1,1,843
4075,4,Shelby,2,1,855
4075,5,Avon,2,1,903
4075,6,Cambridge,2,2,949
4079,1,Osbourne,2,1,867
4079,2,baybreeze,1,1,752
4079,3,alibi,1,1,565
4079,4,endeavor classic,2,1,911
4079,5,pacific star - deluxe,2,1,967
4079,6,santa maria,2,2,1064
4101,1,Pacific,1,1,733
4101,2,Atlantic,2,1.5,955
4101,3,Mediterranean,2,2,1056
4110,1,0BD/1BR-E,0,1,500
4110,2,1BD/1BR-1,1,1,600
4110,3,1BD/1BR-1,1,1,645
4110,4,2BD/1BR-2,2,1,799
4110,5,2BD/2BR-2,2,2,900
4124,1,A1,1,1,634
4124,2,B1,2,1,780
4124,3,B2,2,2,1025
4131,1,1BD/1BR-1,1,1,750
4131,2,2BD/1.5BR-2,2,1.5,900
4131,3,TH,2,1.5,1500
4155,13,E1,0,1,515
4155,14,A1,1,1,555
4155,15,A2,1,1,686
4155,16,A3,1,1,773
4155,17,B1,2,1.5,889
4155,18,B2,2,2,1073
4160,1,1x1-624,1,1,624
4160,2,1x1-710,1,1,710
4160,3,2x2-836,2,2,836
4160,4,2x2-914,2,2,914
4167,1,AE,1,1,400
4167,2,A1,1,1,590
4167,3,A2,1,1,673
4167,4,~,1,1.5,673
4167,5,B1,2,1,784
4167,6,with washer and dyer,2,1,784
4167,7,B2,2,1,840
4167,8,B3,2,2,900
4170,1,1BD/1BR-1,1,1,615
4170,5,1BD/1BR-1,1,1,690
4170,6,2BD/2BR-2,2,2,890
4170,8,2BD/2BR-2,2,2,927
4170,10,2BD/2BR-2,2,2,975
4184,1,Loft,1,1,700
4184,2,upgrade,1,1,750
4184,3,1BD/1BR-1,1,1,750
4184,4,Garden,2,1.5,1100
4184,5,TH,2,1.5,1100
4184,7,3BD/2BR-3,3,2,1300
4190,1,1BD/1BR-1,1,1,698
4190,2,2BD/1BR-2,2,1,961
4190,3,2BD/1.5BR-2,2,1.5,1046
4190,4,3BD/1.5BR-3,3,1.5,1327
4190,5,1BD/1BR-1,1,1,726
4190,6,1BD/1BR-1,1,1,599
4190,7,0BD/1BR-E,0,1,479
4194,1,West End,1,1,650
4194,2,West End,2,1,850
4194,3,Standard,1,1,650
4194,4,Cottage,1,1,650
4194,5,Standard,2,1,850
4194,6,Cottage,2,1,850
4275,1,Crystal,0,1,606
4275,2,Rio,1,1,590
4275,3,Rio Grand,1,1,744
4275,4,Gunnison,1,1,706
4275,5,Eagle,1,1,894
4275,6,Poudre,2,1.5,864
4275,7,Colorado,2,2,990
4275,8,Platte,2,2,1158
4293,1,The Oxford,1,1,544
4293,2,The Cameron,1,1,685
4293,3,2BD/1BR-2,2,1,805
4293,4,The Princeton,2,2,1000
4296,1,Redbud-OR,0,1,500
4296,2,Cypress-1R,1,1,700
4296,3,Maple-1C,1,1,800
4296,4,Hemlock-2R,2,1,900
4296,5,2BD/2BR-2,2,2,975
4296,6,Basswood-3R,3,2,1000
4296,7,Aspen-1R,1,1,800
4296,8,Pine-2R,2,1,950
4296,9,Cedar-1C,1,1,700
4296,10,Oak-OC,0,1,500
4296,11,Myrtle-2C,2,1,950
4296,12,Sequoia-3C,3,2,1000
4304,1,Eff,0,1,480
4304,2,1BD/1BR-1,1,1,763
4304,3,2BD/1BR-2,2,1,768
4304,4,2BD/2BR-2,2,2,1090
4304,5,TH,2,1.5,1248
4304,6,3BD/2BR-3,3,2,1375
4306,2,1BD/1BR-1,1,1,636
4306,3,1BD/1BR-1,1,1,657
4306,4,2BD/2BR-2,2,2,900
4306,5,2BD/1BR-2,2,1,860
4330,1,Coral,1,1,725
4330,2,Pearl,2,2,1035
4353,1,Jill  -  Eff,0,1,508
4353,2,Kate -  1BD/1BR-1,1,1,646
4353,3,Alexandra -  1BD/1BR-1,1,1,767
4353,4,Mackenzie  - 1BD/1.5BR-1,1,1.5,862
4353,5,Laurie - 2BD/2BR-2,2,2,1019
4358,1,(E1) Somerset,0,1,375
4358,2,(A1)Westlake,1,1,513
4358,3,(A2)Brentwood,1,1,607
4358,4,(A3) Bell Meade,1,1,699
4358,5,(B1)Mckinney,2,2,946
4361,1,Plan A,1,1,510
4361,2,Plan B,1,1,720
4361,3,Plan B1,1,1,730
4361,4,Plan C,2,1,810
4361,5,Plan D,2,2,985
4361,6,Plan E,2,2,985
4364,1,A1,1,1,622
4364,2,A2,1,1,654
4364,3,A3,1,1,671
4364,4,A4,1,1,693
4364,5,A5,1,1,700
4364,6,B1,2,2,830
4364,7,B3,2,2,924
4364,8,B2,2,2,892
4364,9,B4,2,2,925
4367,1,~,1,1,606
4367,2,~,1,1,721
4367,3,~,1,1,721
4367,4,~,1,1,741
4367,5,FP,1,1,741
4367,6,W/D,1,1,741
4367,7,W/D FP,1,1,741
4367,8,~,1,1,832
4367,9,W/D FP,1,1,832
4367,10,~,1,1,838
4367,11,Sunroom,0,1,838
4367,12,~,1,1,858
4367,13,FP,1,1,858
4367,14,W/D,1,1,858
4367,15,W/D FP,1,1,858
4367,16,~,2,2,921
4367,17,W/D,2,2,921
4367,18,FP,2,2,921
4367,19,W/D FP,2,2,921
4367,20,~,2,2,991
4367,21,FP,2,2,991
4367,22,~,2,2,1042
4386,1,A1,1,1,669
4386,2,A2,1,1,786
4386,3,B1,2,1,917
4386,4,B2,2,2,1100
4386,5,C1,3,2,1333
4386,6,C2 W/Garage,3,2,1370
4537,5,Lovenia,1,1,680
4537,8,Jardine,1,1,684
4537,9,Delano,2,1,830
4537,11,mega,2,1,1000
4537,14,Wickiup w/loft,1,1,800
4537,15,Thayne,1,1,600
4554,4,Loft,1,1,880
4554,5,1BD/1BR-1,1,1,630
4554,6,TH,2,2,978
4556,1,"655sf, 690sf",1,1,655
4556,2,"783sf, 937sf 1.25bath",2,1,937
4556,3,"studio, 439 , 440 SF",0,1,440
4556,4,1.0BD/1.0BA,1,1,690
4556,5,2.0BD/1.0BA,2,1,783
4556,6,Studio,0,1,439
4562,3,Bell,1,1,741
4562,4,Huron,2,1,925
4562,5,Rouge,2,1,950
4565,3,Layout #04,0,1,555
4565,4,Layout #07,0,1,555
4565,5,Layout #05,0,1,567
4565,6,Layout #09,0,1,570
4565,7,Layout #03,0,1,575
4565,8,Layout #06,1,1,620
4565,9,Layout #11,1,1,677
4565,10,Layout #08,1,1,692
4565,11,Layout #12,1,1,704
4565,12,Layout #10,1,1,708
4565,13,Layout #01,2,2,968
4565,14,Layout #02,2,2,1055
4579,1,Dunbarton,1,1,714
4579,2,Caledonia,1,1,754
4579,3,Ballantyne,1,1,524
4579,4,Edinburgh Townhome,2,1.5,1100
4579,5,Glasgow,2,1,895
4579,6,Highlands,2,2,1000
4579,8,Aberdeen,0,1,504
4593,4,A1,1,1,540
4593,9,B2,2,2,965
4593,10,A2,1,1,683
4593,12,AD1,1,1,816
4593,13,A3,1,1,818
4599,1,A1,1,1,555
4599,2,A3,1,1,700
4599,3,A2,1,1,710
4599,4,B1,2,1,840
4599,5,B2,2,2,1034
4599,6,C1,3,2,1214
4599,7,3BD/2BR-3,3,2,1524
4700,1,1x1A LR 510 sq ft,1,1,510
4700,2,1x1B-LR 540 sq ft,1,1,540
4700,3,1x1C-LR 610 sq ft,1,1,610
4700,4,1x1D-LR 640 sq ft,1,1,640
4700,5,1x1E-LR 725 sq ft,1,1,725
4700,6,1x1F-LR 770 sq ft,1,1,770
4700,7,1x1G-LR 800 sq ft,1,1,800
4700,8,A8,1,1,804
4700,9,1x1I-LR 820 sq ft,1,1,820
4700,10,1x1J-LR 98- sq ft,1,1,980
4700,11,2x1A-LR 840 sq ft,2,1,840
4700,12,B2,2,1,900
4700,13,2x2A-LR 930 sq ft,2,2,930
4700,14,2x1C-LR 950 sq ft,2,1,950
4700,15,2x2B-LR 960 sq. ft.,2,2,960
4700,16,2x2C-TH-LR 1090 sq ft,2,2,1090
4700,17,2x2D-LR 1150 sq ft,2,2,1150
4700,18,2x2E-LR 1250 sq ft,2,2,1250
4700,19,2x2.5TH-LR 1380 sq ft,2,2.5,1380
4700,20,2x2F-TH-LR 1525 sqft,2,2,1525
4700,21,3x2A-TH-LR 1350 sq ft,3,2,1350
4700,22,3x2B-TH-LR 1525 sq ft,3,2,1525
4700,23,3x2C-LR 1550 sq ft,3,2,1550
4700,24,3x2D-LR 1800 sq ft,3,2,1800
4700,25,4x2A-LR 1760 sq ft,4,2,1760
4700,26,4x2B-LR 2200 sq ft,4,3,2200
4708,1,1BD/1BR-1,1,1,629
4708,2,2BD/1BR-2,2,1,960
4708,3,TH,2,1.5,1244
4708,4,3 Bedroom 1 Full & 2 Half Bathrooms,3,1.5,1498
4709,1,A1,1,1,580
4709,2,A2,1,1,660
4709,3,B1,2,1,810
4709,4,B2,2,2,1000
4709,5,C1,3,2,1150
4724,7,Rancho,1,1,809
4724,8,Vista,1,1,818
4724,9,Garden Villa,2,2,921
4724,10,Bungalow,2,2,921
4724,11,Terrace,2,2,975
4734,1,1BD/1BR-1,1,1,595
4734,2,2BD/1BR-2,2,1,750
4752,1,Cove,1,1,750
4752,2,Harbour,2,2,980
4756,1,Trask,1,1,570
4756,2,Watson,1,1,760
